Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,First,George Whyte,1,15,LOST,121,54,100,99,46,,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,Second,George Bamber,1,13,WON,140,140,100,85,36,,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,Second,George Whyte,2,18,LOST,40,26,41,38,44,58,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,First,George Bamber,2,19,WON,96,60,43,100,123,39,40,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,First,George Whyte,3,27,LOST,81,26,58,58,77,41,140,10,0,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,Second,George Bamber,3,27,WON,45,100,60,96,60,90,30,16,4,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,Second,George Whyte,4,18,LOST,140,20,26,140,58,77,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,First,George Bamber,4,20,WON,51,47,85,100,58,100,60,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,First,George Whyte,5,18,WON,135,71,60,136,83,16,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,Second,George Bamber,5,15,LOST,140,40,56,78,132,,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,Second,George Whyte,6,18,LOST,21,100,100,80,46,48,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,First,George Bamber,6,21,WON,123,60,100,45,59,58,56,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,First,George Whyte,7,21,WON,93,54,36,44,95,139,40,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,Second,George Bamber,7,18,LOST,85,96,25,41,58,100,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Bamber,Second,George Whyte,8,18,LOST,63,39,139,40,83,41,,,,
Moretown,,,03-10-2025,Final,https://www.dartsatlas.com/matches/NEpnvzd2W7s6,George Whyte,First,George Bamber,8,19,WON,44,85,100,60,83,93,36,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,Brad Canning,Second,George Bamber,1,21,LOST,26,45,60,45,100,81,43,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,George Bamber,First,Brad Canning,1,23,WON,100,11,94,95,41,81,59,20,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,Brad Canning,First,George Bamber,2,24,LOST,60,76,24,30,45,100,21,78,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,George Bamber,Second,Brad Canning,2,22,WON,81,40,86,45,50,99,60,40,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,Brad Canning,Second,George Bamber,3,18,LOST,60,100,28,58,41,95,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,George Bamber,First,Brad Canning,3,20,WON,94,57,42,28,77,171,32,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,Brad Canning,First,George Bamber,4,21,LOST,80,26,28,36,98,98,61,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,George Bamber,Second,Brad Canning,4,20,WON,92,44,135,84,58,60,28,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,Brad Canning,Second,George Bamber,5,18,LOST,60,89,85,41,28,41,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/GbLASvA1BOGZ,George Bamber,First,Brad Canning,5,19,WON,57,36,57,78,140,93,40,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,Tyla Samson,Second,George Whyte,1,15,LOST,81,100,60,100,45,,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,George Whyte,First,Tyla Samson,1,17,WON,140,122,40,121,38,40,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,Tyla Samson,First,George Whyte,2,18,LOST,100,26,140,55,100,40,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,George Whyte,Second,Tyla Samson,2,16,WON,140,83,96,94,48,40,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,Tyla Samson,Second,George Whyte,3,21,LOST,59,28,60,41,99,60,114,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,George Whyte,First,Tyla Samson,3,24,WON,58,44,62,45,58,95,99,40,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,Tyla Samson,First,George Whyte,4,18,LOST,85,41,87,100,80,54,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,George Whyte,Second,Tyla Samson,4,17,WON,134,77,55,40,95,100,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,Tyla Samson,Second,George Whyte,5,18,LOST,60,100,60,64,42,95,,,,
Moretown,,,03-10-2025,Semi-Final,https://www.dartsatlas.com/matches/vTRhNHaMrISn,George Whyte,First,Tyla Samson,5,20,WON,60,85,134,52,81,49,40,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,First,Brad Canning,1,30,LOST,60,66,43,61,60,44,80,39,28,6
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,Second,Kieran Parsons,1,30,WON,70,41,45,60,59,87,47,30,42,20
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,Second,Brad Canning,2,24,WON,100,45,41,45,84,46,100,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,First,Kieran Parsons,2,24,LOST,95,60,82,21,43,45,40,85,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,First,Brad Canning,3,29,WON,45,83,60,9,100,84,41,39,30,10
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,Second,Kieran Parsons,3,27,LOST,13,95,45,24,60,100,43,82,7,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,Second,Brad Canning,4,27,LOST,26,41,55,60,99,100,9,91,0,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,First,Kieran Parsons,4,28,WON,45,60,180,47,67,45,32,0,15,10
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,First,Brad Canning,5,27,WON,60,42,100,51,40,82,84,6,36,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,Second,Kieran Parsons,5,24,LOST,60,41,26,26,45,29,45,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,Second,Brad Canning,6,21,LOST,41,55,30,96,140,47,52,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,First,Kieran Parsons,6,24,WON,44,18,41,100,26,85,99,88,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,First,Brad Canning,7,30,LOST,100,60,59,45,29,55,23,54,52,12
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,Second,Kieran Parsons,7,29,WON,55,60,45,59,45,32,45,100,40,20
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,First,Shaun Francome,1,22,WON,25,30,120,98,56,100,40,32,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,Second,George Bamber,1,21,LOST,60,11,65,23,26,7,59,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,Second,Shaun Francome,2,22,WON,134,100,43,57,59,48,40,20,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,First,George Bamber,2,24,LOST,95,77,64,28,44,45,58,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,First,Shaun Francome,3,23,WON,27,83,100,140,83,52,0,16,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,Second,George Bamber,3,21,LOST,23,23,60,39,95,131,11,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,Second,Shaun Francome,4,24,WON,43,100,28,95,123,56,16,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,First,George Bamber,4,24,LOST,100,59,100,49,60,24,49,20,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,First,Adrian Boier,1,23,WON,60,28,91,22,140,60,41,59,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,Second,Tyla Samson,1,21,LOST,23,127,13,79,27,81,44,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,Second,Adrian Boier,2,21,WON,96,81,43,81,60,33,107,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,First,Tyla Samson,2,21,LOST,41,41,84,43,84,85,24,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,First,Adrian Boier,3,19,WON,60,83,49,59,95,123,32,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,Second,Tyla Samson,3,18,LOST,60,100,84,65,100,52,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,Second,Adrian Boier,4,17,WON,100,140,100,81,40,40,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,First,Tyla Samson,4,18,LOST,125,115,79,58,99,0,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,Second,George Whyte,1,24,LOST,22,60,64,41,41,47,100,86,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,First,Connor Merrick,1,26,WON,100,60,16,98,100,102,0,15,10,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,First,George Whyte,2,30,LOST,22,26,28,40,60,40,25,66,7,23
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,Second,Connor Merrick,2,28,WON,95,100,59,57,60,58,32,30,8,2
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,Second,George Whyte,3,12,LOST,100,60,60,42,,,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,First,Connor Merrick,3,15,WON,100,85,96,100,120,,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,First,George Whyte,4,18,LOST,83,58,140,60,60,25,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,Second,Connor Merrick,4,18,WON,60,78,140,81,100,42,,,,
